SEP=;
active;ref.owner_id;ref.report_id;ref.state;ref.version;report.additional_notes;report.condition.abandoned_body_pits;report.condition.abandoned_egg_cavities;report.condition.accretion.0.storm_name;report.condition.accretion.0.timestamp_ms;report.condition.actively_record_events;report.condition.additional_hatch_timestamp_ms;report.condition.describe_control_methods;report.condition.disorientation;report.condition.eggs_damaged_by_another_turtle;report.condition.eggs_scattered_by_another;report.condition.eggs_scattered_by_another_timestamp_ms;report.condition.ghost_damage_10_or_less;report.condition.hatch_timestamp_ms;report.condition.inundated_event.0.storm_name;report.condition.inundated_event.0.timestamp_ms;report.condition.inundated_event.1.storm_name;report.condition.inundated_event.1.timestamp_ms;report.condition.inundated_event.2.storm_name;report.condition.inundated_event.2.timestamp_ms;report.condition.nest_depredated;report.condition.nest_dug_into;report.condition.nest_inundated;report.condition.nest_inundated_timestamp_ms;report.condition.no_digging;report.condition.partial_washout.storm_name;report.condition.partial_washout.timestamp_ms;report.condition.poached;report.condition.poached_eggs_removed;report.condition.poached_timestamp_ms;report.condition.post_hatch_washout;report.condition.preditation.0.number_of_eggs;report.condition.preditation.0.predator;report.condition.preditation.0.predator_spinner_text;report.condition.preditation.0.timestamp_ms;report.condition.prop_events_recorded;report.condition.roots_invaded_eggshells;report.condition.storm_impact.other_impact;report.condition.storm_impact.storm_name;report.condition.storm_impact.timestamp_ms;report.condition.vandalism_type;report.condition.vandalized;report.condition.vandalized_timestamp_ms;report.condition.wash_out.storm_name;report.condition.wash_out.timestamp_ms;report.condition.wash_over.0.storm_name;report.condition.wash_over.0.timestamp_ms;report.condition.wash_over.1.storm_name;report.condition.wash_over.1.timestamp_ms;report.condition.wash_over.10.storm_name;report.condition.wash_over.10.timestamp_ms;report.condition.wash_over.2.storm_name;report.condition.wash_over.2.timestamp_ms;report.condition.wash_over.3.storm_name;report.condition.wash_over.3.timestamp_ms;report.condition.wash_over.4.storm_name;report.condition.wash_over.4.timestamp_ms;report.condition.wash_over.5.storm_name;report.condition.wash_over.5.timestamp_ms;report.condition.wash_over.6.storm_name;report.condition.wash_over.6.timestamp_ms;report.condition.wash_over.7.storm_name;report.condition.wash_over.7.timestamp_ms;report.condition.wash_over.8.storm_name;report.condition.wash_over.8.timestamp_ms;report.condition.wash_over.9.storm_name;report.condition.wash_over.9.timestamp_ms;report.false_crawl_number;report.image.1;report.image.2;report.image.3;report.image.4;report.image.5;report.image.6;report.image.7;report.image.8;report.intervention.adopted;report.intervention.adoptee;report.intervention.excavation.dead_in_nest;report.intervention.excavation.dead_pipped;report.intervention.excavation.eggs_destroyed;report.intervention.excavation.excavated;report.intervention.excavation.failure_other;report.intervention.excavation.failure_reason;report.intervention.excavation.hatched_shells;report.intervention.excavation.live_in_nest;report.intervention.excavation.live_pipped;report.intervention.excavation.timestamp_ms;report.intervention.excavation.whole_unhatched;report.intervention.protection_event.reason;report.intervention.protection_event.timestamp_ms;report.intervention.protection_event.type;report.intervention.relocation.coordinates.lat;report.intervention.relocation.coordinates.long;report.intervention.relocation.eggs_destroyed;report.intervention.relocation.eggs_relocated;report.intervention.relocation.new_address;report.intervention.relocation.reason;report.intervention.relocation.timestamp_ms;report.intervention.relocation.was_relocated;report.location.apex_to_barrier_ft;report.location.apex_to_barrier_in;report.location.city;report.location.coordinates.lat;report.location.coordinates.long;report.location.details;report.location.escarpment_over_18_inches;report.location.in_cortez_groin_replacement_area;report.location.obstructions.escarpment;report.location.obstructions.furniture;report.location.obstructions.other;report.location.obstructions.seawall_rocks;report.location.placement;report.location.section;report.location.street_address;report.location.triangulation.north.lat;report.location.triangulation.north.long;report.location.triangulation.north_ft;report.location.triangulation.north_in;report.location.triangulation.south.lat;report.location.triangulation.south.long;report.location.triangulation.south_ft;report.location.triangulation.south_in;report.location.water_to_apex_ft;report.location.water_to_apex_in;report.nest_number;report.nest_seaward_of_armoring_structure;report.observers;report.possible_false_crawl;report.possible_false_crawl_number;report.species;report.species_other;report.status;report.timestamp_found_ms;report.type_of_structure;report.within_3_feet_of_structure
NO;section2@islandturtlewatch.com;318;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/318/465fcc8a-b168-4154-82c7-92413516fb31.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/318/4553fc1e-e9ee-42c9-85d1-3e8e8fa64766.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/318/792ce06d-6e63-4ebf-902d-109250401799.jpg;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;0.0;0.0;;NO;NO;NO;NO;;NO;AT_VEGITATION;0;825 North Shore;0.0;0.0;0;0;0.0;0.0;0;0;30;0;30;NO;Bev;NO;0;LOGGERHEAD;;NEST_VERIFIED;1467345600000;;NO
NO;section2@islandturtlewatch.com;319;ACTIVE;5;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;1472270400000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/319/465fcc8a-b168-4154-82c7-92413516fb31.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/319/4553fc1e-e9ee-42c9-85d1-3e8e8fa64766.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/319/792ce06d-6e63-4ebf-902d-109250401799.jpg;;;;;;NO;;1;0;0;YES;;UNSET_REASON;97;2;0;1472616000000;2;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.5389988;-82.7436576;;NO;NO;NO;NO;;NO;AT_VEGITATION;0;825 North Shore;0.0;0.0;0;0;0.0;0.0;0;0;30;0;30;NO;Bev;NO;0;LOGGERHEAD;;NEST_VERIFIED;1467345600000;;NO
NO;section2@islandturtlewatch.com;320;ACTIVE;11;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;Hermine;1475553600000;Hermine;1472702400000;Hermine;1472788800000;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/320/abe65553-109b-47df-9545-7289a4c5cc10.jpg;;;;;;;;NO;;0;0;0;NO;complete washout -Hermine;OTHER;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;1;0;AM;27.53901018;-82.74343114;;NO;NO;NO;NO;;NO;AT_VEGITATION;0;825  North Shore;0.0;0.0;0;0;0.0;0.0;0;0;45;0;32;NO;marianne ;NO;0;LOGGERHEAD;;NEST_VERIFIED;1467432000000;;NO
NO;section2@islandturtlewatch.com;321;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;71;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;175;0;AM;27.53445443;-82.74568079;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;735 North Shore;0.0;0.0;0;0;0.0;0.0;0;0;5;0;0;NO;Susan;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467432000000;;NO
NO;section2@islandturtlewatch.com;322;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;72;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;30;0;AM;27.52850483;-82.74117314;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;102 Tuna;0.0;0.0;0;0;0.0;0.0;0;0;30;0;0;NO;Kelly;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467518400000;;NO
NO;section2@islandturtlewatch.com;323;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;73;http://1-dot-static-sentinel-567.appspot.com/web/image/323/9cfecb2e-b031-4ec8-80a9-aa3be40c2580.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/323/c037886e-ccc9-4b60-8c9f-7a284b1f5cde.jpg;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.5387216;-82.74135047;;NO;NO;NO;NO;fence;NO;UNSET_PLACEMENT;0;851 North Shore;0.0;0.0;0;0;0.0;0.0;0;0;25;0;0;NO;Ke;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467518400000;fence;NO
NO;section2@islandturtlewatch.com;324;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;73;http://1-dot-static-sentinel-567.appspot.com/web/image/324/9cfecb2e-b031-4ec8-80a9-aa3be40c2580.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/324/c037886e-ccc9-4b60-8c9f-7a284b1f5cde.jpg;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.5387216;-82.74135047;;NO;NO;NO;NO;fence;NO;UNSET_PLACEMENT;0;851 North Shore;0.0;0.0;0;0;0.0;0.0;0;0;25;0;0;NO;Ke;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467518400000;fence;NO
NO;section2@islandturtlewatch.com;325;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;73;http://1-dot-static-sentinel-567.appspot.com/web/image/325/9cfecb2e-b031-4ec8-80a9-aa3be40c2580.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/325/c037886e-ccc9-4b60-8c9f-7a284b1f5cde.jpg;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.5387216;-82.74135047;;NO;NO;NO;NO;fence;NO;IN_VEGITATION;0;851 North Shore;0.0;0.0;0;0;0.0;0.0;0;0;25;0;0;NO;Ke;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467518400000;fence;NO
NO;section2@islandturtlewatch.com;326;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/326/2130ee13-7d35-4d71-8ddd-3d97b1f86eb2.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/326/7d8f4e3f-3610-4c5e-bbe1-df34b9fbbfb3.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/326/13ecf9c4-82c4-4397-abcb-a45efa2e3f05.jpg;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;2;0;AM;27.5389872;-82.74356453;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;825 North Shore;0.0;0.0;0;0;0.0;0.0;0;0;60;0;33;NO;Mary;NO;0;LOGGERHEAD;;NEST_VERIFIED;1467604800000;;NO
NO;section2@islandturtlewatch.com;327;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;74;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;35;0;AM;27.53187357;-82.74364125;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;109 Seagrape;0.0;0.0;0;0;0.0;0.0;0;0;25;0;0;NO;Mary;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467604800000;;NO
NO;section2@islandturtlewatch.com;328;ACTIVE;4;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;1472443200000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/328/2130ee13-7d35-4d71-8ddd-3d97b1f86eb2.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/328/7d8f4e3f-3610-4c5e-bbe1-df34b9fbbfb3.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/328/13ecf9c4-82c4-4397-abcb-a45efa2e3f05.jpg;;;;;;NO;;5;2;0;YES;;UNSET_REASON;60;0;0;1472616000000;21;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;2;0;AM;27.5389872;-82.74356453;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;825 North Shore;0.0;0.0;0;0;0.0;0.0;0;0;60;0;33;NO;Mary;NO;0;LOGGERHEAD;;NEST_VERIFIED;1467604800000;;NO
NO;section2@islandturtlewatch.com;329;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;75;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;30;0;AM;27.53169131;-82.74341676;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;111 Seagrape;0.0;0.0;0;0;0.0;0.0;0;0;25;0;0;NO;John ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467777600000;;NO
NO;section2@islandturtlewatch.com;330;ACTIVE;2;;YES;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;76;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.52964965;-82.74191998;;NO;NO;NO;NO;;NO;IN_VEGITATION;0;709 North Shore;0.0;0.0;0;0;0.0;0.0;0;0;35;0;0;NO;John;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467777600000;;NO
NO;section2@islandturtlewatch.com;331;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;77;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;75;0;AM;27.53322012;-82.7446928;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;719 Noth Shore;0.0;0.0;0;0;0.0;0.0;0;0;25;0;0;NO;John;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467777600000;;NO
NO;section2@islandturtlewatch.com;332;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;78;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;120;0;AM;27.53393937;-82.74527588;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;785'North Sore ;0.0;0.0;0;0;0.0;0.0;0;0;25;0;0;NO;John;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467777600000;;NO
NO;section2@islandturtlewatch.com;333;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;79;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;50;0;AM;27.53396167;-82.74516183;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;795 North Shore;0.0;0.0;0;0;0.0;0.0;0;0;95;0;0;NO;John;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467777600000;;NO
NO;section2@islandturtlewatch.com;334;ACTIVE;3;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;125;0;AM;27.5348922;-82.74602348;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;803 North Shoe;0.0;0.0;0;0;0.0;0.0;0;0;25;0;0;NO;John;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467777600000;;NO
NO;section2@islandturtlewatch.com;335;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;81;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;72;0;AM;27.53535918;-82.74624783;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;817 North Shore;0.0;0.0;0;0;0.0;0.0;0;0;515;0;0;NO;John;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467777600000;;NO
NO;section2@islandturtlewatch.com;336;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;82;http://1-dot-static-sentinel-567.appspot.com/web/image/336/e90dc600-e282-4d27-b5eb-fb4a74efe40e.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;2;0;AM;27.53831514;-82.74054325;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;867 North Shore;0.0;0.0;0;0;0.0;0.0;0;0;20;0;0;NO;John;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467777600000;;NO
NO;section2@islandturtlewatch.com;337;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;83;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;45;0;AM;27.53178013;-82.74364443;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;113 Seagrape;0.0;0.0;0;0;0.0;0.0;0;0;7;0;0;NO;Bill;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467864000000;;NO
NO;section2@islandturtlewatch.com;338;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;84;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;45;0;AM;27.53863473;-82.74547872;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;815 North Shore;0.0;0.0;0;0;0.0;0.0;0;0;25;0;0;NO;Bev;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467950400000;;NO
NO;section2@islandturtlewatch.com;339;ACTIVE;3;;YES;YES;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;85;http://1-dot-static-sentinel-567.appspot.com/web/image/339/a7ced6b6-5962-4bb1-9bb2-619331eedf9f.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/339/9b3e5d7d-2e39-47e7-ab9e-50cb74c9d7a5.jpg;http://1-dot-static-sentinel-567.appspot.com/web/image/339/ffa622e5-92f0-4f0c-b242-08fa1530f094.jpg;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.53859816;-82.7453729;;NO;NO;NO;NO;;NO;IN_VEGITATION;0;815 North Shore ;0.0;0.0;0;0;0.0;0.0;0;0;80;0;0;NO;Bev;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467950400000;;NO
NO;section2@islandturtlewatch.com;340;ACTIVE;4;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;86;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;45;0;AM;27.52677351;-82.73957069;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;102 sycamore;0.0;0.0;0;0;0.0;0.0;0;0;15;0;0;NO;Bev;NO;0;LOGGERHEAD;;FALSE_CRAWL;1467950400000;;NO
NO;section2@islandturtlewatch.com;341;ACTIVE;2;;NO;YES;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;87;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.53906804;-82.74236915;;NO;NO;NO;NO;;NO;IN_VEGITATION;0;829 North Shore;0.0;0.0;0;0;0.0;0.0;0;0;23;0;0;NO;Mary;NO;0;LOGGERHEAD;;FALSE_CRAWL;1468209600000;;NO
NO;section2@islandturtlewatch.com;342;ACTIVE;10;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;Hermine;1472788800000;TD 9;1472616000000;Hermine;1472702400000;;;;;;;;;;;;;;;;;;;0;;;;;;;;;NO;;0;0;0;NO;complete washout -Hermine;OTHER;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;AM;27.52987769;-82.74198386;;NO;NO;NO;NO;;NO;AT_VEGITATION;0;711 North Shoee;0.0;0.0;0;0;0.0;0.0;0;0;15;0;34;NO;Mary;NO;0;LOGGERHEAD;;NEST_VERIFIED;1468209600000;;NO
NO;section2@islandturtlewatch.com;343;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;88;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;45;0;AM;27.53886863;-82.74479095;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;823 North Shore;0.0;0.0;0;0;0.0;0.0;0;0;20;0;0;NO;Jill;NO;0;LOGGERHEAD;;FALSE_CRAWL;1468296000000;;NO
NO;section2@islandturtlewatch.com;344;ACTIVE;3;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;89;http://1-dot-static-sentinel-567.appspot.com/web/image/344/7ea2b92f-f6a8-438d-9a7d-f3edebcc112a.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;75;0;AM;27.53868306;-82.74519345;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;821 North Shore;0.0;0.0;0;0;0.0;0.0;0;0;15;0;0;NO;Jill;NO;0;LOGGERHEAD;;FALSE_CRAWL;1468296000000;;NO
NO;section2@islandturtlewatch.com;345;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;90;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;45;0;AM;27.53039026;-82.74258185;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;717 North Shore;0.0;0.0;0;0;0.0;0.0;0;0;5;0;0;NO;John;NO;0;LOGGERHEAD;;FALSE_CRAWL;1468382400000;;NO
